iter	Logloss
118	0.2335733838
119	0.232073181
120	0.2291218459
121	0.2275083482
122	0.2247341423
123	0.2238100949
124	0.2223700356
125	0.2210885141
126	0.2188286904
127	0.2165760048
128	0.2147496542
129	0.2128830616
130	0.2112047675
131	0.2089623798
132	0.2074408043
133	0.2055568065
134	0.2045491206
135	0.203365514
136	0.2013804908
137	0.200899533
138	0.1997510354
139	0.1983016263
140	0.1962139388
141	0.1951740085
142	0.1929531807
143	0.1927457906
144	0.1914579592
145	0.1902642785
146	0.1891305097
147	0.1881216804
148	0.1869491683
149	0.1852118309
150	0.1836288486
151	0.1817169275
152	0.1799139127
153	0.1787562106
154	0.1770880998
155	0.1755096231
156	0.1737074772
157	0.17212946
158	0.1708150729
159	0.1693021436
160	0.168373085
161	0.167805508
162	0.1666497462
163	0.16481848
164	0.1638000576
165	0.1627304238
166	0.1613020652
167	0.1598472108
168	0.1586624941
169	0.1575051854
170	0.1564290251
171	0.1557616341
172	0.1540417523
173	0.152792704
174	0.1514645981
175	0.1504008692
176	0.1495679591
177	0.1488450832
178	0.1480335738
179	0.1472475126
180	0.1459903303
181	0.1451987386
182	0.1440691288
183	0.1440457143
184	0.1429195762
185	0.141594429
186	0.1407569457
187	0.1398744963
188	0.1394451695
189	0.1387174956
190	0.1378960588
191	0.1364021136
192	0.1356221038
193	0.1348274811
194	0.1338149598
195	0.1330554561
196	0.1324057177
197	0.1314385649
198	0.1304871997
199	0.1293322591
200	0.1280656444
201	0.126961673
202	0.1261307511
203	0.1252768534
204	0.1245174476
205	0.1235385524
206	0.1220452655
207	0.1210139001
208	0.1208777468
209	0.1198084054
210	0.119202019
211	0.1182953539
212	0.1169174561
213	0.1162616895
214	0.1154537321
215	0.1150904575
216	0.1138864787
217	0.1127831956
218	0.1124733059
219	0.1116226401
220	0.1111138632
221	0.110483349
222	0.1096016396
223	0.1087642701
224	0.1080069383
225	0.1074168346
226	0.106017317
227	0.1052267116
228	0.1047713503
229	0.1042287478
230	0.1031178941
231	0.1022956344
232	0.1012831365
233	0.1001491368
234	0.09991163483
235	0.09892875762
236	0.09816540913
237	0.09702251678
238	0.09659787022
239	0.09567396105
240	0.09462947495
241	0.09390816105
242	0.09351346718
243	0.09286493316
244	0.09226906439
245	0.09200557104
246	0.09140107892
247	0.09092347759
248	0.09021788237
249	0.08979125549
250	0.089414529
251	0.08870318015
252	0.08793797038
253	0.08746177309
254	0.08699166742
255	0.08669750162
256	0.08591405605
257	0.08549634865
258	0.08501364248
259	0.08451864017
260	0.08387414732
261	0.08329311737
262	0.08273262048
263	0.08189056005
264	0.08148527396
265	0.08073032515
266	0.08039901409
267	0.0797459096
268	0.0790700462
269	0.07868534574
270	0.07796580151
271	0.07688198508
272	0.07639768874
273	0.07557021575
274	0.07500464873
275	0.07456128942
276	0.07413577872
277	0.07366800131
278	0.07336853455
279	0.07287402102
280	0.07253776123
281	0.07184397947
282	0.07145561215
283	0.07063694951
284	0.07016111914
285	0.06976423376
286	0.06919235649
287	0.06865869373
288	0.06838031333
289	0.06811246258
290	0.06780180988
291	0.06768644305
292	0.0673422899
293	0.06694030142
294	0.06655122929
295	0.06606731899
296	0.06579414873
297	0.06527235045
298	0.06482363161
299	0.06433215108
300	0.06406020973
301	0.06359316084
302	0.0633139596
303	0.06306817676
304	0.06266298181
305	0.0625212467
306	0.06214360457
307	0.06190282942
308	0.06151552195
309	0.06106393638
310	0.06060486663
311	0.06026754989
312	0.06003483919
313	0.05968174676
314	0.05922142356
315	0.05899038047
316	0.05887520481
317	0.05854631233
318	0.05817515039
319	0.05783305221
320	0.05750634562
321	0.05740548017
322	0.05712246645
323	0.05668996344
324	0.05645029969
325	0.05624667666
326	0.05590513555
327	0.05563725966
328	0.055346443
329	0.05513260077
330	0.0548276353
331	0.05465301163
332	0.05455356412
333	0.05421529762
334	0.05398698001
335	0.0537650749
336	0.05318363331
337	0.05274167785
338	0.05252221798
339	0.05238448023
340	0.05209059601
341	0.05178647569
342	0.05137642759
343	0.05107466564
344	0.05061178877
345	0.0503149784
346	0.04998464366
347	0.04967142563
348	0.04935165162
349	0.0490773596
350	0.04890578644
351	0.0484078407
352	0.04801899301
353	0.0478646431
354	0.04760727798
355	0.04728335153
356	0.0469787382
357	0.04680028741
358	0.04646690865
359	0.04625011885
360	0.04591620401
361	0.04575040277
362	0.04561950373
363	0.04539638346
364	0.04521907812
365	0.04494269244
366	0.04477550435
367	0.04462410763
368	0.04432881743
369	0.04406235659
370	0.0439411934
371	0.04360866569
372	0.04324990937
373	0.04296646051
374	0.04272367575
375	0.04245674599
376	0.04226411861
377	0.04203725808
378	0.0417202758
379	0.04158562611
380	0.04132378967
381	0.04112662837
382	0.04095044653
383	0.0407862263
384	0.04050698648
385	0.04040002911
386	0.04029538623
387	0.04017361675
388	0.04001422786
389	0.03978831388
390	0.0395582083
391	0.03940412266
392	0.0391279101
393	0.03897703169
394	0.03877390226
395	0.03856920957
396	0.03843889829
397	0.03826888226
398	0.03803207296
399	0.03785208927
400	0.037610239
401	0.03739045164
402	0.03715646425
403	0.03687561754
404	0.0366955792
405	0.03647272722
406	0.03628993008
407	0.03609619881
408	0.03597253649
409	0.0357902802
410	0.03563478901
411	0.03547496817
412	0.03521350374
413	0.03500921984
414	0.03491087412
415	0.03478738472
416	0.03466680916
417	0.03440420033
418	0.03425156201
419	0.03415268126
420	0.03401912274
421	0.03379301744
422	0.03363394704
423	0.0334949919
424	0.0333015124
425	0.03311447355
426	0.03297114007
427	0.0328503107
428	0.03268819917
429	0.03255376822
430	0.03247998515
431	0.03232805578
432	0.03212387443
433	0.03192258813
434	0.03171314444
435	0.03154852304
436	0.03145155196
437	0.03129917334
438	0.03108678097
439	0.03096710593
440	0.03086455228
441	0.03069510219
442	0.03056749601
443	0.03042986862
444	0.03016314371
445	0.03003419016
446	0.02988489572
447	0.02977044884
448	0.02958008923
449	0.02946086801
450	0.02932044738
451	0.02926246241
452	0.02915199791
453	0.02899171584
454	0.0289368693
455	0.02881575297
456	0.02862696616
457	0.02852816545
458	0.02845330045
459	0.02835841449
460	0.02819776235
461	0.0281202991
462	0.02801111258
463	0.0279162002
464	0.02780298603
465	0.02772131218
466	0.02757215408
467	0.02745962473
468	0.02732781674
469	0.02724143002
470	0.02706238178
471	0.02698826436
472	0.02690811911
473	0.02678965511
474	0.0267056335
475	0.02659242831
476	0.02644114513
477	0.02633893671
478	0.02625742865
479	0.02610937295
480	0.02595777119
481	0.02587305605
482	0.02580973672
483	0.0257167275
484	0.02558342146
485	0.025459345
486	0.02540967858
487	0.02535155628
488	0.02525589714
489	0.02517050483
490	0.02509312414
491	0.02499651643
492	0.02491679579
493	0.02484686301
494	0.02477500846
495	0.02466270483
496	0.02461505875
497	0.02450556362
498	0.02438707785
499	0.02431317176
